"noun_no","dictionary_stem","weak_stem","strong_stem","japanese_translation","english_translation","gender","noun_type","deponent_singular","deponent_plural","location_name"
"16179","prozopagnozja","prozopagnozja","prozopagnozj-","プロソパグノシア","prosopagnosia","Feminine","1ia","0","0","0"
"16180","prozopopeja","prozopopeja","prozopopej-","prosopopoeia","prosopopoeia","Feminine","1ia","0","0","0"
"16181","pruderia","pruderia","pruderi-","プルーデリー","prudery","Feminine","1ia","0","0","0"
"16182","prymicja","prymicja","prymicj-","優位性","primacy","Feminine","1ia","0","0","0"
"16183","przebieralnia","przebieralnia","przebieralni-","部屋を変える","changing room","Feminine","1ia","0","0","0"
"16184","przechowalnia","przechowalnia","przechowalni-","お店","store","Feminine","1ia","0","0","0"
"16185","przekładnia","przekładnia","przekładni-","装備","gear","Feminine","1ia","0","0","0"
"16186","przenośnia","przenośnia","przenośni-","比喩","metaphor","Feminine","1ia","0","0","0"
"16187","przepompownia","przepompownia","przepompowni-","ポンプ場","pumping station","Feminine","1ia","0","0","0"
"16188","przepowiednia","przepowiednia","przepowiedni-","預言","prophecy","Feminine","1ia","0","0","0"
"16189","przerzutnia","przerzutnia","przerzutni-","オーバーフロー","overflow","Feminine","1ia","0","0","0"
"16190","przestawnia","przestawnia","przestawni-","反転","inversion","Feminine","1ia","0","0","0"
"16191","przychodnia","przychodnia","przychodni-","診療所","clinic","Feminine","1ia","0","0","0"
"16192","przydacznia","przydacznia","przydaczni-","追加","additions","Feminine","1ia","0","0","0"
"16193","przymierzalnia","przymierzalnia","przymierzalni-","試着室","fitting room","Feminine","1ia","0","0","0"
"16194","przytulia","przytulia","przytuli-","抱擁","hugs","Feminine","1ia","0","0","0"
"16195","przędzalnia","przędzalnia","przędzalni-","スピニングミル","spinning mill","Feminine","1ia","0","0","0"
"16196","próżnia","próżnia","próżni-","真空","vacuum","Feminine","1ia","0","0","0"
"16197","psiarnia","psiarnia","psiarni-","ケンネル","kennel","Feminine","1ia","0","0","0"
"16198","psychiatria","psychiatria","psychiatri-","精神医学","psychiatry","Feminine","1ia","0","0","0"
"16199","psychologia","psychologia","psychologi-","心理学","psychology","Feminine","1ia","0","0","0"
"16200","psychopatia","psychopatia","psychopati-","精神障害","psychopathy","Feminine","1ia","0","0","0"
"16201","psychoterapia","psychoterapia","psychoterapi-","心理療法","psychotherapy","Feminine","1ia","0","0","0"
"16202","ptaszarnia","ptaszarnia","ptaszarni-","鳥小屋","aviary","Feminine","1ia","0","0","0"
"16203","publikacja","publikacja","publikacj-","出版物","publication","Feminine","1ia","0","0","0"
"16204","pulsacja","pulsacja","pulsacj-","脈動","pulsation","Feminine","1ia","0","0","0"
"16205","punkcja","punkcja","punkcj-","穿刺","puncture","Feminine","1ia","0","0","0"
"16206","punktacja","punktacja","punktacj-","穿刺","punctation","Feminine","1ia","0","0","0"
"16207","pustelnia","pustelnia","pustelni-","庵","hermitage","Feminine","1ia","0","0","0"
"16208","pustynia","pustynia","pustyni-","荒野","desert","Feminine","1ia","0","0","0"
"16209","półpustynia","półpustynia","półpustyni-","準砂漠","semi-desert","Feminine","1ia","0","0","0"
"16210","pączkarnia","pączkarnia","pączkarni-","梱包部門","packing department","Feminine","1ia","0","0","0"
"16211","pływalnia","pływalnia","pływalni-","スイミングプール","swimming pool","Feminine","1ia","0","0","0"
"16212","rabacja","rabacja","rabacj-","侵入","inroad","Feminine","1ia","0","0","0"
"16213","racja","racja","racj-","右","right","Feminine","1ia","0","0","0"
"16214","racjonalizacja","racjonalizacja","racjonalizacj-","合理化","rationalization","Feminine","1ia","0","0","0"
"16215","radioastronomia","radioastronomia","radioastronomi-","ラジオ天文学","radio astronomy","Feminine","1ia","0","0","0"
"16216","radiochemia","radiochemia","radiochemi-","放射性化学","radiochemistry","Feminine","1ia","0","0","0"
"16217","radiografia","radiografia","radiografi-","ラジオグラフィー","radiography","Feminine","1ia","0","0","0"
"16218","radiokomunikacja","radiokomunikacja","radiokomunikacj-","無線通信","radio communication","Feminine","1ia","0","0","0"
"16219","radiolatarnia","radiolatarnia","radiolatarni-","ビーコン","beacon","Feminine","1ia","0","0","0"
"16220","radiologia","radiologia","radiologi-","放射線学","radiology","Feminine","1ia","0","0","0"
"16221","radiolokacja","radiolokacja","radiolokacj-","ラジオロケーション","radiolocation","Feminine","1ia","0","0","0"
"16222","radioluminescencja","radioluminescencja","radioluminescencj-","放射性発光","radioluminescence","Feminine","1ia","0","0","0"
"16223","radiostacja","radiostacja","radiostacj-","ラジオ放送局","radio station","Feminine","1ia","0","0","0"
"16224","radykalizacja","radykalizacja","radykalizacj-","ラジカル化","radicalization","Feminine","1ia","0","0","0"
"16225","rafinacja","rafinacja","rafinacj-","精製","refining","Feminine","1ia","0","0","0"
"16226","rafineria","rafineria","rafineri-","製油所","refinery","Feminine","1ia","0","0","0"
"16227","rapsodia","rapsodia","rapsodi-","ラプソディー","rhapsody","Feminine","1ia","0","0","0"
"16228","ratyfikacja","ratyfikacja","ratyfikacj-","批准","ratification","Feminine","1ia","0","0","0"
"16229","reakcja","reakcja","reakcj-","反応","reaction","Feminine","1ia","0","0","0"
"16230","reaktywacja","reaktywacja","reaktywacj-","再活性化","reactivation","Feminine","1ia","0","0","0"
"16231","realia","realia","reali-","現実","reality","Feminine","1ia","0","0","0"
"16232","realizacja","realizacja","realizacj-","実装","implementation","Feminine","1ia","0","0","0"
"16233","reanimacja","reanimacja","reanimacj-","蘇生","resuscitation","Feminine","1ia","0","0","0"
"16234","reasumpcja","reasumpcja","reasumpcj-","要約","recapitulation","Feminine","1ia","0","0","0"
"16235","rebelia","rebelia","rebeli-","反乱","rebellion","Feminine","1ia","0","0","0"
"16236","recenzja","recenzja","recenzj-","レビュー","review","Feminine","1ia","0","0","0"
"16237","recepcja","recepcja","recepcj-","受信","reception","Feminine","1ia","0","0","0"
"16238","recesja","recesja","recesj-","不況","recession","Feminine","1ia","0","0","0"
"16239","recytacja","recytacja","recytacj-","朗読","recitation","Feminine","1ia","0","0","0"
"16240","redakcja","redakcja","redakcj-","編集部","editorial office","Feminine","1ia","0","0","0"
"16241","redystrybucja","redystrybucja","redystrybucj-","再配布","redistribution","Feminine","1ia","0","0","0"
"16242","reedukacja","reedukacja","reedukacj-","再教育","re-education","Feminine","1ia","0","0","0"
"16243","reelekcja","reelekcja","reelekcj-","再選","re-election","Feminine","1ia","0","0","0"
"16244","reemigracja","reemigracja","reemigracj-","再移住","re-emigration","Feminine","1ia","0","0","0"
"16245","reemisja","reemisja","reemisj-","再送信","reemission","Feminine","1ia","0","0","0"
"16246","referencja","referencja","referencj-","参照","reference","Feminine","1ia","0","0","0"
"16247","refleksja","refleksja","refleksj-","反射","reflection","Feminine","1ia","0","0","0"
"16248","regeneracja","regeneracja","regeneracj-","再生","regeneration","Feminine","1ia","0","0","0"
"16249","regresja","regresja","regresj-","回帰","regression","Feminine","1ia","0","0","0"
"16250","regulacja","regulacja","regulacj-","規制","regulation","Feminine","1ia","0","0","0"
"16251","rehabilitacja","rehabilitacja","rehabilitacj-","リハビリテーション","rehabilitation","Feminine","1ia","0","0","0"
"16252","reinkarnacja","reinkarnacja","reinkarnacj-","生まれ変わり","reincarnation","Feminine","1ia","0","0","0"
"16253","reintegracja","reintegracja","reintegracj-","再統合","reintegration","Feminine","1ia","0","0","0"
"16254","reja","reja","rej-","ヤード","yard","Feminine","1ia","0","0","0"
"16255","rejestracja","rejestracja","rejestracj-","登録","registration","Feminine","1ia","0","0","0"
"16256","reklamacja","reklamacja","reklamacj-","苦情文句","complaint","Feminine","1ia","0","0","0"
"16257","rekomendacja","rekomendacja","rekomendacj-","おすすめ","recommendation","Feminine","1ia","0","0","0"
"16258","rekonstrukcja","rekonstrukcja","rekonstrukcj-","再建","reconstruction","Feminine","1ia","0","0","0"
"16259","rekonwalescencja","rekonwalescencja","rekonwalescencj-","回復","convalescence","Feminine","1ia","0","0","0"
"16260","rekreacja","rekreacja","rekreacj-","レクリエーション","recreation","Feminine","1ia","0","0","0"
"16261","rekrutacja","rekrutacja","rekrutacj-","募集","recruitment","Feminine","1ia","0","0","0"
"16262","rektyfikacja","rektyfikacja","rektyfikacj-","整流","rectification","Feminine","1ia","0","0","0"
"16263","rekurencja","rekurencja","rekurencj-","再帰","recursion","Feminine","1ia","0","0","0"
"16264","rekwizycja","rekwizycja","rekwizycj-","求人","requisition","Feminine","1ia","0","0","0"
"16265","relacja","relacja","relacj-","関係","relation","Feminine","1ia","0","0","0"
"16266","religia","religia","religi-","宗教","religion","Feminine","1ia","0","0","0"
"16267","relikwia","relikwia","relikwi-","遺物","relic","Feminine","1ia","0","0","0"
"16268","relokacja","relokacja","relokacj-","移転","relocation","Feminine","1ia","0","0","0"
"16269","reminiscencja","reminiscencja","reminiscencj-","回想","reminiscence","Feminine","1ia","0","0","0"
"16270","remisja","remisja","remisj-","寛解","remission","Feminine","1ia","0","0","0"
"16271","renegocjacja","renegocjacja","renegocjacj-","再交渉","renegotiation","Feminine","1ia","0","0","0"
"16272","renowacja","renowacja","renowacj-","改修","renovation","Feminine","1ia","0","0","0"
"16273","rentgenoluminescencja","rentgenoluminescencja","rentgenoluminescencj-","X線発光","x-ray luminescence","Feminine","1ia","0","0","0"
"16274","repatriacja","repatriacja","repatriacj-","帰国","repatriation","Feminine","1ia","0","0","0"
"16275","reperacja","reperacja","reperacj-","修理","repair","Feminine","1ia","0","0","0"
"16276","reperkusja","reperkusja","reperkusj-","反響","repercussion","Feminine","1ia","0","0","0"
"16277","repetycja","repetycja","repetycj-","繰り返し","repetition","Feminine","1ia","0","0","0"
"16278","repolonizacja","repolonizacja","repolonizacj-","再ポロニゼーション","repolonization","Feminine","1ia","0","0","0"
"16279","represja","represja","represj-","抑圧","repression","Feminine","1ia","0","0","0"
"16280","reprezentacja","reprezentacja","reprezentacj-","表現","representation","Feminine","1ia","0","0","0"
"16281","reprodukcja","reprodukcja","reprodukcj-","再生","reproduction","Feminine","1ia","0","0","0"
"16282","reputacja","reputacja","reputacj-","評判","reputation","Feminine","1ia","0","0","0"
"16283","resocjalizacja","resocjalizacja","resocjalizacj-","再社会化","resocialization","Feminine","1ia","0","0","0"
"16284","restauracja","restauracja","restauracj-","レストラン","restaurant","Feminine","1ia","0","0","0"
"16285","restrukturalizacja","restrukturalizacja","restrukturalizacj-","再構築","restructuring","Feminine","1ia","0","0","0"
"16286","restrukturyzacja","restrukturyzacja","restrukturyzacj-","再構築","restructuring","Feminine","1ia","0","0","0"
"16287","restrykcja","restrykcja","restrykcj-","制限","restriction","Feminine","1ia","0","0","0"
"16288","resublimacja","resublimacja","resublimacj-","再昇華","resublimation","Feminine","1ia","0","0","0"
"16289","resuscytacja","resuscytacja","resuscytacj-","蘇生","resuscitation","Feminine","1ia","0","0","0"
"16290","retrospekcja","retrospekcja","retrospekcj-","振り返り","retrospection","Feminine","1ia","0","0","0"
"16291","rewaloryzacja","rewaloryzacja","rewaloryzacj-","再評価","revaluation","Feminine","1ia","0","0","0"
"16292","rewelacja","rewelacja","rewelacj-","啓示","revelation","Feminine","1ia","0","0","0"
"16293","rewerencja","rewerencja","rewerencj-","リビジョン","revision","Feminine","1ia","0","0","0"
"16294","rewia","rewia","rewi-","レビュー","review","Feminine","1ia","0","0","0"
"16295","rewitalizacja","rewitalizacja","rewitalizacj-","活性化","revitalization","Feminine","1ia","0","0","0"
"16296","rewizja","rewizja","rewizj-","リビジョン","revision","Feminine","1ia","0","0","0"
"16297","rewolucja","rewolucja","rewolucj-","革命","revolution","Feminine","1ia","0","0","0"
"16298","rezerwacja","rezerwacja","rezerwacj-","予約","reservation","Feminine","1ia","0","0","0"
"16299","rezolucja","rezolucja","rezolucj-","解像度","resolution","Feminine","1ia","0","0","0"
"16300","rezurekcja","rezurekcja","rezurekcj-","復活","resurrection","Feminine","1ia","0","0","0"
"16301","rezydencja","rezydencja","rezydencj-","住居","residence","Feminine","1ia","0","0","0"
"16302","rezygnacja","rezygnacja","rezygnacj-","辞任","resignation","Feminine","1ia","0","0","0"
"16303","reżyseria","reżyseria","reżyseri-","方向","direction","Feminine","1ia","0","0","0"
"16304","reżysernia","reżysernia","reżyserni-","制御室","control room","Feminine","1ia","0","0","0"
"16305","robinia","robinia","robini-","ロビニア","robinia","Feminine","1ia","0","0","0"
"16306","rodnia","rodnia","rodni-","家族","family","Feminine","1ia","0","0","0"
"16307","rotacja","rotacja","rotacj-","回転","rotation","Feminine","1ia","0","0","0"
"16308","rozdzielnia","rozdzielnia","rozdzielni-","配電盤","switchboard","Feminine","1ia","0","0","0"
"16309","rozgłośnia","rozgłośnia","rozgłośni-","放送","broadcasting","Feminine","1ia","0","0","0"
"16310","rozłupnia","rozłupnia","rozłupni-","劈開","cleaves","Feminine","1ia","0","0","0"
"16311","rudnia","rudnia","rudni-","ルドニア","rudnia","Feminine","1ia","0","0","0"
"16312","ruja","ruja","ruj-","熱","heat","Feminine","1ia","0","0","0"
"16313","rupieciarnia","rupieciarnia","rupieciarni-","廃品","junkyard","Feminine","1ia","0","0","0"
"16314","rusofobia","rusofobia","rusofobi-","Russophobia","Russophobia","Feminine","1ia","0","0","0"
"16315","rusyfikacja","rusyfikacja","rusyfikacj-","Russification","Russification","Feminine","1ia","0","0","0"
"16316","rywalizacja","rywalizacja","rywalizacj-","競争","rivalry","Feminine","1ia","0","0","0"
"16317","rzewnia","rzewnia","rzewni-","子なし","bastard","Feminine","1ia","0","0","0"
"16318","rzeźnia","rzeźnia","rzeźni-","食肉処理場","slaughterhouse","Feminine","1ia","0","0","0"
"16319","równia","równia","równi-","同等","equal","Feminine","1ia","0","0","0"
"16320","rębnia","rębnia","rębni-","間伐","thinning","Feminine","1ia","0","0","0"
"16321","rękojmia","rękojmia","rękojmi-","保証","warranty","Feminine","1ia","0","0","0"
"16322","samoironia","samoironia","samoironi-","自己嘲笑","self-mockery","Feminine","1ia","0","0","0"
"16323","samoizolacja","samoizolacja","samoizolacj-","自己隔離","self-isolation","Feminine","1ia","0","0","0"
"16324","samorealizacja","samorealizacja","samorealizacj-","自己実現","self-realization","Feminine","1ia","0","0","0"
"16325","samoregulacja","samoregulacja","samoregulacj-","自己制御","self-regulation","Feminine","1ia","0","0","0"
"16326","samotnia","samotnia","samotni-","孤独","solitude","Feminine","1ia","0","0","0"
"16327","sanacja","sanacja","sanacj-","衛生","sanitation","Feminine","1ia","0","0","0"
"16328","sankcja","sankcja","sankcj-","制裁","sanction","Feminine","1ia","0","0","0"
"16329","satrapia","satrapia","satrapi-","サトラピー","satrapy","Feminine","1ia","0","0","0"
"16330","satysfakcja","satysfakcja","satysfakcj-","満足","satisfaction","Feminine","1ia","0","0","0"
"16331","sceneria","sceneria","sceneri-","景色","scenery","Feminine","1ia","0","0","0"
"16332","schizofrenia","schizofrenia","schizofreni-","統合失調症","schizophrenia","Feminine","1ia","0","0","0"
"16333","scysja","scysja","scysj-","紛争","dispute","Feminine","1ia","0","0","0"
"16334","segregacja","segregacja","segregacj-","分離","segregation","Feminine","1ia","0","0","0"
"16335","sejsmologia","sejsmologia","sejsmologi-","地震学","seismology","Feminine","1ia","0","0","0"
"16336","sekcja","sekcja","sekcj-","セクション","section","Feminine","1ia","0","0","0"
"16337","seksuologia","seksuologia","seksuologi-","セクソロジー","sexology","Feminine","1ia","0","0","0"
"16338","sekularyzacja","sekularyzacja","sekularyzacj-","世俗化","secularization","Feminine","1ia","0","0","0"
"16339","sekwencja","sekwencja","sekwencj-","順序","sequence","Feminine","1ia","0","0","0"
"16340","sekwoja","sekwoja","sekwoj-","レッドウッド","redwood","Feminine","1ia","0","0","0"
"16341","selekcja","selekcja","selekcj-","選択","selection","Feminine","1ia","0","0","0"
"16342","semiologia","semiologia","semiologi-","セミオロジー","semiology","Feminine","1ia","0","0","0"
"16343","sensacja","sensacja","sensacj-","感覚","sensation","Feminine","1ia","0","0","0"
"16344","sentencja","sentencja","sentencj-","文","sentence","Feminine","1ia","0","0","0"
"16345","separacja","separacja","separacj-","分離","separation","Feminine","1ia","0","0","0"
"16346","sepia","sepia","sepi-","セピア","sepia","Feminine","1ia","0","0","0"
"16347","seria","seria","seri-","シリーズ","series","Feminine","1ia","0","0","0"
"16348","serwerownia","serwerownia","serwerowni-","サーバールーム","server room","Feminine","1ia","0","0","0"
"16349","sesja","sesja","sesj-","セッション","session","Feminine","1ia","0","0","0"
"16350","siaja","siaja","siaj-","干し草","hay","Feminine","1ia","0","0","0"
"16351","sieczkarnia","sieczkarnia","sieczkarni-","飼料収穫機","forage harvester","Feminine","1ia","0","0","0"
"16352","sieja","sieja","siej-","ホワイトフィッシュ","whitefish","Feminine","1ia","0","0","0"
"16353","silnia","silnia","silni-","強い","strong","Feminine","1ia","0","0","0"
"16354","sinologia","sinologia","sinologi-","罪学","sinology","Feminine","1ia","0","0","0"
"16355","siłownia","siłownia","siłowni-","ジム","the gym","Feminine","1ia","0","0","0"
"16356","skrobia","skrobia","skrobi-","スターチ","starch","Feminine","1ia","0","0","0"
"16357","skromnisia","skromnisia","skromnisi-","控えめ","modest","Feminine","1ia","0","0","0"
"16358","skrzynia","skrzynia","skrzyni-","胸","chest","Feminine","1ia","0","0","0"
"16359","składnia","składnia","składni-","構文","syntax","Feminine","1ia","0","0","0"
"16360","socjaldemokracja","socjaldemokracja","socjaldemokracj-","社会民主主義","social democracy","Feminine","1ia","0","0","0"
"16361","socjalizacja","socjalizacja","socjalizacj-","社会化","socialization","Feminine","1ia","0","0","0"
"16362","socjologia","socjologia","socjologi-","社会学","sociology","Feminine","1ia","0","0","0"
"16363","socjopatia","socjopatia","socjopati-","社会障害","sociopathy","Feminine","1ia","0","0","0"
"16364","soja","soja","soj-","大豆","soy","Feminine","1ia","0","0","0"
"16365","sonoluminescencja","sonoluminescencja","sonoluminescencj-","ソノルミネセンス","sonoluminescence","Feminine","1ia","0","0","0"
"16366","sowietologia","sowietologia","sowietologi-","ソビエトロジー","sovietology","Feminine","1ia","0","0","0"
"16367","sowietyzacja","sowietyzacja","sowietyzacj-","ソビエト化","Sovietization","Feminine","1ia","0","0","0"
"16368","spacja","spacja","spacj-","スペース","space","Feminine","1ia","0","0","0"
"16369","spalacja","spalacja","spalacj-","焼却","incineration","Feminine","1ia","0","0","0"
"16370","specjacja","specjacja","specjacj-","スペシエーション","speciation","Feminine","1ia","0","0","0"
"16371","specjalizacja","specjalizacja","specjalizacj-","専門分野","specialization","Feminine","1ia","0","0","0"
"16372","specyfikacja","specyfikacja","specyfikacj-","仕様","specification","Feminine","1ia","0","0","0"
"16373","spekulacja","spekulacja","spekulacj-","投機","speculation","Feminine","1ia","0","0","0"
"16374","speleologia","speleologia","speleologi-","スペレオロジー","speleology","Feminine","1ia","0","0","0"
"16375","spiżarnia","spiżarnia","spiżarni-","パントリー","pantry","Feminine","1ia","0","0","0"
"16376","spójnia","spójnia","spójni-","つなぐ","bond","Feminine","1ia","0","0","0"
"16377","spółdzielnia","spółdzielnia","spółdzielni-","協力的","cooperative","Feminine","1ia","0","0","0"
"16378","stacja","stacja","stacj-","駅","station","Feminine","1ia","0","0","0"
"16379","stagnacja","stagnacja","stagnacj-","停滞","stagnation","Feminine","1ia","0","0","0"
"16380","staja","staja","staj-","台","stand","Feminine","1ia","0","0","0"
"16381","stajnia","stajnia","stajni-","安定","stable","Feminine","1ia","0","0","0"
"16382","stalinizacja","stalinizacja","stalinizacj-","スターリン化","Stalinization","Feminine","1ia","0","0","0"
"16383","stalownia","stalownia","stalowni-","製鉄所","steel plant","Feminine","1ia","0","0","0"
"16384","stancja","stancja","stancj-","平坦度","flatness","Feminine","1ia","0","0","0"
"16385","standaryzacja","standaryzacja","standaryzacj-","標準化","standardization","Feminine","1ia","0","0","0"
"16386","statolatria","statolatria","statolatri-","statolatria","statolatria","Feminine","1ia","0","0","0"
"16387","stechiometria","stechiometria","stechiometri-","化学量論","stoichiometry","Feminine","1ia","0","0","0"
"16388","steganografia","steganografia","steganografi-","ステガノグラフィー","steganography","Feminine","1ia","0","0","0"
"16389","stenografia","stenografia","stenografi-","省略形","shorthand","Feminine","1ia","0","0","0"
"16390","stereognozja","stereognozja","stereognozj-","ステレオグノシア","stereognosia","Feminine","1ia","0","0","0"
"16391","stereometria","stereometria","stereometri-","ステレオメトリー","stereometry","Feminine","1ia","0","0","0"
"16392","stocznia","stocznia","stoczni-","造船所","shipyard","Feminine","1ia","0","0","0"
"16393","stomatologia","stomatologia","stomatologi-","歯科","dentistry","Feminine","1ia","0","0","0"
"16394","strategia","strategia","strategi-","ストラテジー","strategy","Feminine","1ia","0","0","0"
"16395","strojnisia","strojnisia","strojnisi-","ダンディ","dandy","Feminine","1ia","0","0","0"
"16396","strzygonia","strzygonia","strzygoni-","ストリガ","striga","Feminine","1ia","0","0","0"
"16397","studnia","studnia","studni-","良い","well","Feminine","1ia","0","0","0"
"16398","stułbia","stułbia","stułbi-","ヒドラ","hydra","Feminine","1ia","0","0","0"
"16399","stychomytia","stychomytia","stychomyti-","stychomytia","stychomytia","Feminine","1ia","0","0","0"
"16400","stylizacja","stylizacja","stylizacj-","様式化","stylization","Feminine","1ia","0","0","0"
"16401","stymulacja","stymulacja","stymulacj-","刺激","stimulation","Feminine","1ia","0","0","0"
"16402","sublimacja","sublimacja","sublimacj-","昇華","sublimation","Feminine","1ia","0","0","0"
"16403","subordynacja","subordynacja","subordynacj-","従属","subordination","Feminine","1ia","0","0","0"
"16404","substancja","substancja","substancj-","物質","substance","Feminine","1ia","0","0","0"
"16405","subwencja","subwencja","subwencj-","補助金","subsidy","Feminine","1ia","0","0","0"
"16406","sugestia","sugestia","sugesti-","提案","suggestion","Feminine","1ia","0","0","0"
"16407","sukcesja","sukcesja","sukcesj-","継承","succession","Feminine","1ia","0","0","0"
"16408","suknia","suknia","sukni-","ドレス","dress","Feminine","1ia","0","0","0"
"16409","sunia","sunia","suni-","雌犬","bitch","Feminine","1ia","0","0","0"
"16410","superpozycja","superpozycja","superpozycj-","重ね合わせ","superposition","Feminine","1ia","0","0","0"
"16411","suplikacja","suplikacja","suplikacj-","嘆願","supplication","Feminine","1ia","0","0","0"
"16412","supremacja","supremacja","supremacj-","覇権","supremacy","Feminine","1ia","0","0","0"
"16413","suriekcja","suriekcja","suriekcj-","主観的","surjective","Feminine","1ia","0","0","0"
"16414","suszarnia","suszarnia","suszarni-","ドライヤー","dryer","Feminine","1ia","0","0","0"
"16415","sygnalizacja","sygnalizacja","sygnalizacj-","シグナリング","signaling","Feminine","1ia","0","0","0"
"16416","symetria","symetria","symetri-","対称","symmetry","Feminine","1ia","0","0","0"
"16417","symfonia","symfonia","symfoni-","交響曲","symphony","Feminine","1ia","0","0","0"
"16418","sympatia","sympatia","sympati-","好み","liking","Feminine","1ia","0","0","0"
"16419","symptomatologia","symptomatologia","symptomatologi-","症候学","symptomatology","Feminine","1ia","0","0","0"
"16420","symulacja","symulacja","symulacj-","シミュレーション","simulation","Feminine","1ia","0","0","0"
"16421","synergia","synergia","synergi-","相乗効果","synergy","Feminine","1ia","0","0","0"
"16422","synestezja","synestezja","synestezj-","合成","synesthesia","Feminine","1ia","0","0","0"
"16423","sypialnia","sypialnia","sypialni-","ベッドルーム","bedroom","Feminine","1ia","0","0","0"
"16424","sytuacja","sytuacja","sytuacj-","状況","situation","Feminine","1ia","0","0","0"
"16425","szatnia","szatnia","szatni-","ドレッシングルーム","dressing room","Feminine","1ia","0","0","0"
"16426","szałamaja","szałamaja","szałamaj-","ショーム","shawm","Feminine","1ia","0","0","0"
"16427","szałwia","szałwia","szałwi-","セージ","sage","Feminine","1ia","0","0","0"
"16428","szczeżuja","szczeżuja","szczeżuj-","ごめんなさい","they are sorry","Feminine","1ia","0","0","0"
"16429","szczujnia","szczujnia","szczujni-","サイス","scythe","Feminine","1ia","0","0","0"
"16430","szekspirologia","szekspirologia","szekspirologi-","シェイクスピア","shakespeare","Feminine","1ia","0","0","0"
"16431","szkiełownia","szkiełownia","szkiełowni-","製鉄所","the steel plant","Feminine","1ia","0","0","0"
"16432","szklarnia","szklarnia","szklarni-","温室","greenhouse","Feminine","1ia","0","0","0"
"16433","sztolnia","sztolnia","sztolni-","adit","adit","Feminine","1ia","0","0","0"
"16434","szuja","szuja","szuj-","不正","rogue","Feminine","1ia","0","0","0"
"16435","szwaczusia","szwaczusia","szwaczusi-","縫い目","seamstress","Feminine","1ia","0","0","0"
"16436","szwalnia","szwalnia","szwalni-","縫製室","sewing room","Feminine","1ia","0","0","0"
"16437","szyja","szyja","szyj-","首","neck","Feminine","1ia","0","0","0"
"16438","sędzia","sędzia","sędzi-","ジャッジ","judge","Feminine","1ia","0","0","0"
"16439","słodownia","słodownia","słodowni-","モルトハウス","malt house","Feminine","1ia","0","0","0"
"16440","tachykardia","tachykardia","tachykardi-","頻脈","tachycardia","Feminine","1ia","0","0","0"
"16441","tajnia","tajnia","tajni-","秘密","secret","Feminine","1ia","0","0","0"
"16442","talia","talia","tali-","ウエスト","waist","Feminine","1ia","0","0","0"
"16443","tanatopraksja","tanatopraksja","tanatopraksj-","thanatopraxia","thanatopraxia","Feminine","1ia","0","0","0"
"16444","tapiseria","tapiseria","tapiseri-","タペストリー","tapestry","Feminine","1ia","0","0","0"
"16445","tautologia","tautologia","tautologi-","トートロジー","tautology","Feminine","1ia","0","0","0"
"16446","tekstylia","tekstylia","tekstyli-","テキスタイル","textiles","Feminine","1ia","0","0","0"
"16447","telekomunikacja","telekomunikacja","telekomunikacj-","テレコミュニケーション","telecommunication","Feminine","1ia","0","0","0"
"16448","teleologia","teleologia","teleologi-","テレロジー","teleology","Feminine","1ia","0","0","0"
"16449","telepatia","telepatia","telepati-","テレパシー","telepathy","Feminine","1ia","0","0","0"
"16450","teleportacja","teleportacja","teleportacj-","テレポーテーション","teleportation","Feminine","1ia","0","0","0"
"16451","telewizja","telewizja","telewizj-","テレビ","TV","Feminine","1ia","0","0","0"
"16452","tendencja","tendencja","tendencj-","傾向","tendency","Feminine","1ia","0","0","0"
"16453","teologia","teologia","teologi-","神学","theology","Feminine","1ia","0","0","0"
"16454","teoria","teoria","teori-","仮説","theory","Feminine","1ia","0","0","0"
"16455","terapia","terapia","terapi-","治療","therapy","Feminine","1ia","0","0","0"
"16456","teriologia","teriologia","teriologi-","神学","theiology","Feminine","1ia","0","0","0"
"16457","terminologia","terminologia","terminologi-","用語","terminology","Feminine","1ia","0","0","0"
"16458","termoluminescencja","termoluminescencja","termoluminescencj-","熱発光","thermoluminescence","Feminine","1ia","0","0","0"
"16459","tetralogia","tetralogia","tetralogi-","テトラロジー","tetralogy","Feminine","1ia","0","0","0"
"16460","tetrarchia","tetrarchia","tetrarchi-","テトラチー","tetrarchy","Feminine","1ia","0","0","0"
"16461","tilapia","tilapia","tilapi-","ティラピア","tilapia","Feminine","1ia","0","0","0"
"16462","tokarnia","tokarnia","tokarni-","ターニングショップ","turning shop","Feminine","1ia","0","0","0"
"16463","tolerancja","tolerancja","tolerancj-","許容範囲","tolerance","Feminine","1ia","0","0","0"
"16464","topologia","topologia","topologi-","トポロジー","topology","Feminine","1ia","0","0","0"
"16465","tradycja","tradycja","tradycj-","伝統","tradition","Feminine","1ia","0","0","0"
"16466","trajektoria","trajektoria","trajektori-","軌道","trajectory","Feminine","1ia","0","0","0"
"16467","trakcja","trakcja","trakcj-","トラクション","traction","Feminine","1ia","0","0","0"
"16468","transakcja","transakcja","transakcj-","取引","transaction","Feminine","1ia","0","0","0"
"16469","transfobia","transfobia","transfobi-","トランスフォビア","transphobia","Feminine","1ia","0","0","0"
"16470","transformacja","transformacja","transformacj-","変身","transformation","Feminine","1ia","0","0","0"
"16471","transfuzja","transfuzja","transfuzj-","輸血","transfusion","Feminine","1ia","0","0","0"
